Ocupacao, Tempo\n
0.010, 0.00034
0.020, 0.00048
0.030, 0.00048
0.040, 0.00048
0.050, 0.00048
0.060, 0.00048
0.070, 0.00048
0.080, 0.00048
0.090, 0.00048
0.100, 0.00048
0.110, 0.00048
0.120, 0.00048
0.130, 0.00048
0.140, 0.00048
0.150, 0.00048
0.160, 0.00048
0.170, 0.00048
0.180, 0.00048
0.190, 0.00048
0.200, 0.00048
0.210, 0.00048
0.220, 0.00048
0.230, 0.00048
0.240, 0.00048
0.250, 0.00048
0.260, 0.00048
0.270, 0.00048
0.280, 0.00048
0.290, 0.00048
0.300, 0.00048
0.310, 0.00048
0.320, 0.00048
0.330, 0.00048
0.340, 0.00048
0.350, 0.00048
0.360, 0.00048
0.370, 0.00048
0.380, 0.00048
0.390, 0.00048
0.400, 0.00048
0.410, 0.00048
0.420, 0.00048
0.430, 0.00048
0.440, 0.00048
0.450, 0.00048
0.460, 0.00048
0.470, 0.00048
0.480, 0.00048
0.490, 0.00048
0.500, 0.00048
0.510, 0.00048
0.520, 0.00048
0.530, 0.00048
0.540, 0.00048
0.550, 0.00048
0.560, 0.00048
0.570, 0.00048
0.580, 0.00048
0.590, 0.00048
0.600, 0.00048
0.610, 0.00048
0.620, 0.00048
0.630, 0.00048
0.640, 0.00048
0.650, 0.00048
0.660, 0.00048
0.670, 0.00048
0.680, 0.00048
0.690, 0.00048
0.700, 0.00048
0.710, 0.00048
0.720, 0.00048
0.730, 0.00048
0.740, 0.00048
0.750, 0.00048
0.760, 0.00048
0.770, 0.00048
0.780, 0.00048
0.790, 0.00048
0.800, 0.00048
0.810, 0.00048
0.820, 0.00048
0.830, 0.00048
0.840, 0.00048
0.850, 0.00048
0.860, 0.00048
0.870, 0.00048
0.880, 0.00048
0.890, 0.00048
0.900, 0.00049
0.910, 0.00049
0.920, 0.00049
0.930, 0.00049
0.940, 0.00049
0.950, 0.00049
0.960, 0.00049
0.970, 0.00049
0.980, 0.00049
0.990, 0.00049
1.000, 0.00049
0.990, 0.00074
1.000, 0.00075
0.990, 0.00079
1.000, 0.00081
0.990, 0.00082
0.980, 0.00084
0.990, 0.00084
1.000, 0.00084
0.990, 0.00087
1.000, 0.00089
0.990, 0.00089
1.000, 0.00092
0.990, 0.00093
1.000, 0.00095
0.990, 0.00096
1.000, 0.00098
0.990, 0.00099
1.000, 0.00101
0.990, 0.00101
1.000, 0.00103
0.990, 0.00104
1.000, 0.00106
0.990, 0.00107
1.000, 0.00109
0.990, 0.00110
1.000, 0.00112
0.990, 0.00113
1.000, 0.00115
0.990, 0.00115
1.000, 0.00117
0.990, 0.00118
1.000, 0.00120
0.990, 0.00121
1.000, 0.00123
0.990, 0.00124
1.000, 0.00126
0.990, 0.00127
1.000, 0.00129
0.990, 0.00131
1.000, 0.00133
0.990, 0.00134
1.000, 0.00136
0.990, 0.00137
1.000, 0.00139
0.990, 0.00140
1.000, 0.00142
0.990, 0.00143
1.000, 0.00145
0.990, 0.00146
1.000, 0.00148
0.990, 0.00150
1.000, 0.00152
0.990, 0.00153
1.000, 0.00156
0.990, 0.00156
0.980, 0.00158
0.990, 0.00158
1.000, 0.00158
0.990, 0.00161
1.000, 0.00162
0.990, 0.00163
1.000, 0.00166
0.990, 0.00166
1.000, 0.00168
0.990, 0.00169
1.000, 0.00171
0.990, 0.00172
1.000, 0.00174
0.990, 0.00175
1.000, 0.00177
0.990, 0.00178
1.000, 0.00181
0.990, 0.00181
1.000, 0.00183
0.990, 0.00184
1.000, 0.00186
0.990, 0.00187
1.000, 0.00189
0.990, 0.00190
1.000, 0.00192
0.990, 0.00193
1.000, 0.00195
0.990, 0.00196
1.000, 0.00198
0.990, 0.00199
1.000, 0.00201
0.990, 0.00202
1.000, 0.00204
0.990, 0.00204
1.000, 0.00206
0.990, 0.00207
1.000, 0.00209
0.990, 0.00210
1.000, 0.00213
0.990, 0.00214
1.000, 0.00216
0.990, 0.00216
1.000, 0.00219
0.990, 0.00220
1.000, 0.00222
0.990, 0.00223
1.000, 0.00225
0.990, 0.00226
1.000, 0.00228
0.990, 0.00228
1.000, 0.00230
0.990, 0.00231
1.000, 0.00233
0.990, 0.00234
