N, NP, NC, Tempo\n
1000, 1, 2, 11.459812
1000, 1, 2, 12.195009
1000, 1, 2, 11.397846
1000, 1, 2, 11.538801
1000, 1, 2, 11.378470
1000, 1, 2, 11.198694
1000, 1, 2, 11.302648
1000, 1, 2, 11.350351
1000, 1, 2, 11.189097
1000, 1, 2, 11.180442
