N, NP, NC, Tempo\n
10, 1, 8, 11.765907
10, 1, 8, 12.014306
10, 1, 8, 12.183004
10, 1, 8, 12.174501
10, 1, 8, 12.049006
10, 1, 8, 12.229827
10, 1, 8, 12.245934
10, 1, 8, 12.127215
10, 1, 8, 12.334569
10, 1, 8, 12.307225
