N, NP, NC, Tempo\n
1000, 1, 8, 11.378128
1000, 1, 8, 11.749941
1000, 1, 8, 11.409823
1000, 1, 8, 11.612817
1000, 1, 8, 11.857627
1000, 1, 8, 11.532304
1000, 1, 8, 11.551545
1000, 1, 8, 11.800712
1000, 1, 8, 11.497425
1000, 1, 8, 11.585495
