N, NP, NC, Tempo\n
100, 8, 1, 11.543220
100, 8, 1, 11.786908
100, 8, 1, 11.882123
100, 8, 1, 11.951446
100, 8, 1, 12.153670
100, 8, 1, 12.109079
100, 8, 1, 11.836292
100, 8, 1, 11.805862
100, 8, 1, 11.874394
100, 8, 1, 11.809050
