N, NP, NC, Tempo\n
1000, 2, 1, 11.195638
1000, 2, 1, 11.317335
1000, 2, 1, 11.381587
1000, 2, 1, 11.192356
1000, 2, 1, 11.435582
1000, 2, 1, 11.286529
1000, 2, 1, 11.054871
1000, 2, 1, 11.943498
1000, 2, 1, 11.626153
1000, 2, 1, 11.638977
