N, NP, NC, Tempo\n
100, 2, 1, 11.766158
100, 2, 1, 11.792002
100, 2, 1, 11.694104
100, 2, 1, 12.244412
100, 2, 1, 11.846431
100, 2, 1, 11.807232
100, 2, 1, 11.912907
100, 2, 1, 11.814906
100, 2, 1, 12.068187
100, 2, 1, 12.459927
