N, NP, NC, Tempo\n
1, 2, 1, 11.563484
1, 2, 1, 11.452111
1, 2, 1, 11.278027
1, 2, 1, 11.308988
1, 2, 1, 11.296711
1, 2, 1, 11.231012
1, 2, 1, 11.461538
1, 2, 1, 11.179667
1, 2, 1, 11.187121
1, 2, 1, 11.254458
