N, NP, NC, Tempo\n
100, 4, 1, 12.387758
100, 4, 1, 12.218785
100, 4, 1, 11.608888
100, 4, 1, 11.523959
100, 4, 1, 11.618755
100, 4, 1, 11.683271
100, 4, 1, 11.656483
100, 4, 1, 11.676955
100, 4, 1, 11.532928
100, 4, 1, 11.698705
