N, NP, NC, Tempo\n
1000, 8, 1, 11.121333
1000, 8, 1, 11.283601
1000, 8, 1, 11.102690
1000, 8, 1, 11.796016
1000, 8, 1, 11.306829
1000, 8, 1, 11.376689
1000, 8, 1, 11.450161
1000, 8, 1, 11.380767
1000, 8, 1, 11.417708
1000, 8, 1, 12.006765
