N, NP, NC, Tempo\n
1, 4, 1, 11.616891
1, 4, 1, 11.595667
1, 4, 1, 12.078298
1, 4, 1, 11.913295
1, 4, 1, 12.154923
1, 4, 1, 11.870394
1, 4, 1, 11.789444
1, 4, 1, 11.962879
1, 4, 1, 11.864060
1, 4, 1, 12.038362
