N, NP, NC, Tempo\n
10, 1, 2, 11.884412
10, 1, 2, 11.977930
10, 1, 2, 12.118781
10, 1, 2, 11.921426
10, 1, 2, 12.315092
10, 1, 2, 12.434446
10, 1, 2, 12.401255
10, 1, 2, 12.227828
10, 1, 2, 12.548227
10, 1, 2, 12.404506
