N, NP, NC, Tempo\n
1, 1, 2, 11.784500
1, 1, 2, 11.595801
1, 1, 2, 11.620998
1, 1, 2, 11.605118
1, 1, 2, 11.660566
1, 1, 2, 11.784015
1, 1, 2, 12.079556
1, 1, 2, 11.904442
1, 1, 2, 11.897223
1, 1, 2, 12.002798
