N, NP, NC, Tempo\n
100, 1, 1, 11.603978
100, 1, 1, 11.666043
100, 1, 1, 11.466182
100, 1, 1, 11.242810
100, 1, 1, 11.062665
100, 1, 1, 11.097303
100, 1, 1, 11.202135
100, 1, 1, 11.280856
100, 1, 1, 11.126726
100, 1, 1, 11.160299
