N, NP, NC, Tempo\n
100, 1, 2, 11.480981
100, 1, 2, 11.592091
100, 1, 2, 11.749529
100, 1, 2, 12.089956
100, 1, 2, 12.314791
100, 1, 2, 12.118251
100, 1, 2, 12.123075
100, 1, 2, 12.144841
100, 1, 2, 12.450411
100, 1, 2, 12.179920
