N, NP, NC, Tempo\n
10, 8, 1, 11.846534
10, 8, 1, 11.885643
10, 8, 1, 11.837371
10, 8, 1, 11.868073
10, 8, 1, 11.837023
10, 8, 1, 11.777700
10, 8, 1, 11.949926
10, 8, 1, 11.974539
10, 8, 1, 11.874247
10, 8, 1, 11.878929
