N, NP, NC, Tempo\n
1, 1, 8, 12.201804
1, 1, 8, 12.227489
1, 1, 8, 11.999942
1, 1, 8, 12.068188
1, 1, 8, 12.335415
1, 1, 8, 12.050958
1, 1, 8, 12.276554
1, 1, 8, 12.014312
1, 1, 8, 12.177857
1, 1, 8, 12.309496
