N, NP, NC, Tempo\n
10, 2, 1, 11.866743
10, 2, 1, 11.705798
10, 2, 1, 11.762309
10, 2, 1, 11.827320
10, 2, 1, 11.720485
10, 2, 1, 11.956065
10, 2, 1, 11.683365
10, 2, 1, 11.240310
10, 2, 1, 11.385713
10, 2, 1, 11.242093
