N, NP, NC, Tempo\n
10, 1, 1, 11.009635
10, 1, 1, 11.055383
10, 1, 1, 10.976704
10, 1, 1, 11.655155
10, 1, 1, 11.634776
10, 1, 1, 11.479116
10, 1, 1, 11.646117
10, 1, 1, 11.702122
10, 1, 1, 11.533541
10, 1, 1, 11.757258
