N, NP, NC, Tempo\n
1000, 1, 1, 9.890005
1000, 1, 1, 10.555018
1000, 1, 1, 10.509704
1000, 1, 1, 11.212236
1000, 1, 1, 10.940788
1000, 1, 1, 10.835552
1000, 1, 1, 10.849367
1000, 1, 1, 11.015186
1000, 1, 1, 10.811020
1000, 1, 1, 11.229771
