N, NP, NC, Tempo\n
1, 1, 4, 12.738833
1, 1, 4, 12.465371
1, 1, 4, 12.135514
1, 1, 4, 12.051754
1, 1, 4, 11.980020
1, 1, 4, 12.257782
1, 1, 4, 12.134339
1, 1, 4, 12.124058
1, 1, 4, 12.209339
1, 1, 4, 11.910323
