N, NP, NC, Tempo\n
1, 8, 1, 11.783004
1, 8, 1, 11.867212
1, 8, 1, 12.193094
1, 8, 1, 11.717860
1, 8, 1, 11.835856
1, 8, 1, 11.776362
1, 8, 1, 11.380560
1, 8, 1, 11.146793
1, 8, 1, 11.529078
1, 8, 1, 11.203170
